symbol1,symbol2,company_name1,company_name2,sector1,sector2,subsector1,subsector2,segment1,segment2,correlation_group,same_subsector,correlation,n_obs,classification_version
BRAP3,BRKM5,BRADESPAR,BRASKEM,Basic Materials,Basic Materials,Mining,Chemicals,Holdings,Petrochemicals,Within-sector,False,0.2984500430778354,5702,initial macro-sector classification
CMIG3,SAPR4,CEMIG,SANEPAR,Utilities,Utilities,Electric Utility,Water and Sanitation,Generation and Distribution,Water and Sanitation,Within-sector,False,0.2969277435807696,5778,initial macro-sector classification
CGAS5,CMIG3,COMGAS,CEMIG,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,False,0.29645966322446,6015,initial macro-sector classification
CGAS5,CPLE6,COMGAS,COPEL,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,False,0.2961801616073964,5983,initial macro-sector classification
FESA4,VALE3,FERBASA,VALE,Basic Materials,Basic Materials,Steel and Metallurgy,Mining,Metallurgy,Minerals,Within-sector,False,0.294870515313529,6421,initial macro-sector classification
GRND3,LREN3,GRENDENE,LOJAS RENNER,Consumer Cyclical,Consumer Cyclical,Apparel and Footwear,Retail,Footwear,Apparel,Within-sector,False,0.2946540656037277,5081,initial macro-sector classification
CSNA3,FESA4,CSN,FERBASA,Basic Materials,Basic Materials,Steel and Metallurgy,Steel and Metallurgy,Steel,Metallurgy,Within-sector,True,0.2941218507184329,6431,initial macro-sector classification
UNIP6,USIM5,UNIPAR,USIMINAS,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Chemicals,Steel,Within-sector,False,0.2935698542333886,6664,initial macro-sector classification
COCE5,SBSP3,COELCE,SABESP,Utilities,Utilities,Electric Utility,Water and Sanitation,Distribution,Water and Sanitation,Within-sector,False,0.2935051826227151,6725,initial macro-sector classification
KLBN4,USIM3,KLABIN,USIMINAS,Basic Materials,Basic Materials,Paper and Cellulose,Steel and Metallurgy,Paper and Cellulose,Steel,Within-sector,False,0.2928186998382166,5660,initial macro-sector classification
FESA4,GOAU4,FERBASA,METALURGICA GERDAU,Basic Materials,Basic Materials,Steel and Metallurgy,Steel and Metallurgy,Metallurgy,Holdings,Within-sector,True,0.2920926214472307,6431,initial macro-sector classification
CGAS5,TRPL4,COMGAS,ISA CTEEP,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Transmission,Within-sector,False,0.2904953195879274,5766,initial macro-sector classification
BRAP3,KLBN4,BRADESPAR,KLABIN,Basic Materials,Basic Materials,Mining,Paper and Cellulose,Holdings,Paper and Cellulose,Within-sector,False,0.2880636873873248,5868,initial macro-sector classification
BRAP3,FESA4,BRADESPAR,FERBASA,Basic Materials,Basic Materials,Mining,Steel and Metallurgy,Holdings,Metallurgy,Within-sector,False,0.2870031808560135,6068,initial macro-sector classification
BRAP4,UNIP6,BRADESPAR,UNIPAR,Basic Materials,Basic Materials,Mining,Chemicals,Holdings,Chemicals,Within-sector,False,0.2851116960891225,6290,initial macro-sector classification
CGAS5,ELET6,COMGAS,ELETROBRAS,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Transmission,Within-sector,False,0.2831256489419262,5983,initial macro-sector classification
CSNA3,UNIP6,CSN,UNIPAR,Basic Materials,Basic Materials,Steel and Metallurgy,Chemicals,Steel,Chemicals,Within-sector,False,0.2814784182390837,6875,initial macro-sector classification
CPFE3,SAPR4,CPFL ENERGIA,SANEPAR,Utilities,Utilities,Electric Utility,Water and Sanitation,Generation and Distribution,Water and Sanitation,Within-sector,False,0.2770906359167651,5205,initial macro-sector classification
CGAS5,ELET3,COMGAS,ELETROBRAS,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Transmission,Within-sector,False,0.2727179422927511,5983,initial macro-sector classification
COCE5,CPLE6,COELCE,COPEL,Utilities,Utilities,Electric Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,True,0.2724480640618361,6691,initial macro-sector classification
ELET3,SAPR4,ELETROBRAS,SANEPAR,Utilities,Utilities,Electric Utility,Water and Sanitation,Generation and Transmission,Water and Sanitation,Within-sector,False,0.2708696678243268,5744,initial macro-sector classification
ELET6,SAPR4,ELETROBRAS,SANEPAR,Utilities,Utilities,Electric Utility,Water and Sanitation,Generation and Transmission,Water and Sanitation,Within-sector,False,0.2690543093751045,5744,initial macro-sector classification
EMBR3,RENT3,EMBRAER,LOCALIZA,Industrials,Industrials,Aerospace and Defense,Transportation,Aerospace,Rent a Car,Within-sector,False,0.2666889081925451,5067,initial macro-sector classification
CMIG4,COCE5,CEMIG,COELCE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Distribution,Distribution,Within-sector,True,0.2655801528267528,6725,initial macro-sector classification
FESA4,USIM3,FERBASA,USIMINAS,Basic Materials,Basic Materials,Steel and Metallurgy,Steel and Metallurgy,Metallurgy,Steel,Within-sector,True,0.2652614172467448,5880,initial macro-sector classification
CGAS5,CMIG4,COMGAS,CEMIG,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,False,0.2651651988673459,6015,initial macro-sector classification
GGBR3,UNIP6,GERDAU,UNIPAR,Basic Materials,Basic Materials,Steel and Metallurgy,Chemicals,Steel,Chemicals,Within-sector,False,0.2646379159098029,5682,initial macro-sector classification
KLBN4,UNIP6,KLABIN,UNIPAR,Basic Materials,Basic Materials,Paper and Cellulose,Chemicals,Paper and Cellulose,Chemicals,Within-sector,False,0.2613767663214166,5948,initial macro-sector classification
BRKM5,FESA4,BRASKEM,FERBASA,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Metallurgy,Within-sector,False,0.2607834375710647,5763,initial macro-sector classification
CGAS5,SBSP3,COMGAS,SABESP,Utilities,Utilities,Gas Utility,Water and Sanitation,Distribution,Water and Sanitation,Within-sector,False,0.2601023103492331,6015,initial macro-sector classification
BRKM3,GOAU3,BRASKEM,METALURGICA GERDAU,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Holdings,Within-sector,False,0.259822968392907,4922,initial macro-sector classification
CGAS5,CPLE3,COMGAS,COPEL,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,False,0.25644215449788,5923,initial macro-sector classification
GOAU3,UNIP6,METALURGICA GERDAU,UNIPAR,Basic Materials,Basic Materials,Steel and Metallurgy,Chemicals,Holdings,Chemicals,Within-sector,False,0.2550811639877631,5849,initial macro-sector classification
BRKM3,GGBR4,BRASKEM,GERDAU,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Steel,Within-sector,False,0.2530784014910883,5048,initial macro-sector classification
BRAP3,UNIP6,BRADESPAR,UNIPAR,Basic Materials,Basic Materials,Mining,Chemicals,Holdings,Chemicals,Within-sector,False,0.2525408558331709,6209,initial macro-sector classification
ITSA3,PSSA3,ITAUSA,PORTO SEGURO,Financials,Financials,Financial Services,Insurance,Holdings,Insurance,Within-sector,False,0.25079019311226,4963,initial macro-sector classification
RAPT4,ROMI3,RANDON,INDS ROMI,Industrials,Industrials,Transportation Equipment,Machinery and Equipment,Auto Parts,Industrial Machinery,Within-sector,False,0.2503812446893464,5289,initial macro-sector classification
UNIP6,VALE3,UNIPAR,VALE,Basic Materials,Basic Materials,Chemicals,Mining,Chemicals,Minerals,Within-sector,False,0.2489932898783199,6851,initial macro-sector classification
BRKM3,CSNA3,BRASKEM,CSN,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Steel,Within-sector,False,0.2487670746187604,5048,initial macro-sector classification
BRKM3,UNIP6,BRASKEM,UNIPAR,Basic Materials,Basic Materials,Chemicals,Chemicals,Petrochemicals,Chemicals,Within-sector,True,0.2478341802891953,5048,initial macro-sector classification
COCE5,ELET6,COELCE,ELETROBRAS,Utilities,Utilities,Electric Utility,Electric Utility,Distribution,Generation and Transmission,Within-sector,True,0.2475968390236345,6691,initial macro-sector classification
RENT3,ROMI3,LOCALIZA,INDS ROMI,Industrials,Industrials,Transportation,Machinery and Equipment,Rent a Car,Industrial Machinery,Within-sector,False,0.245121319978953,4858,initial macro-sector classification
CMIG3,COCE5,CEMIG,COELCE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Distribution,Distribution,Within-sector,True,0.2414972011666755,6722,initial macro-sector classification
BRKM3,GOAU4,BRASKEM,METALURGICA GERDAU,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Holdings,Within-sector,False,0.2398728625796695,5048,initial macro-sector classification
ETER3,RENT3,ETERNIT,LOCALIZA,Industrials,Industrials,Construction Materials,Transportation,Construction Materials,Rent a Car,Within-sector,False,0.2374921532837229,5106,initial macro-sector classification
COCE5,CPFE3,COELCE,CPFL ENERGIA,Utilities,Utilities,Electric Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,True,0.2362055796358583,5257,initial macro-sector classification
COCE5,ELET3,COELCE,ELETROBRAS,Utilities,Utilities,Electric Utility,Electric Utility,Distribution,Generation and Transmission,Within-sector,True,0.2351034745700403,6691,initial macro-sector classification
CCRO3,ROMI3,CCR,INDS ROMI,Industrials,Industrials,Transportation,Machinery and Equipment,Infrastructure,Industrial Machinery,Within-sector,False,0.2348297022398998,5015,initial macro-sector classification
CCRO3,EMBR3,CCR,EMBRAER,Industrials,Industrials,Transportation,Aerospace and Defense,Infrastructure,Aerospace,Within-sector,False,0.2337076551145226,5665,initial macro-sector classification
FESA4,UNIP6,FERBASA,UNIPAR,Basic Materials,Basic Materials,Steel and Metallurgy,Chemicals,Metallurgy,Chemicals,Within-sector,False,0.231674257071729,6428,initial macro-sector classification
SAPR4,TRPL4,SANEPAR,ISA CTEEP,Utilities,Utilities,Water and Sanitation,Electric Utility,Water and Sanitation,Transmission,Within-sector,False,0.2272611749160927,5500,initial macro-sector classification
BRKM3,GGBR3,BRASKEM,GERDAU,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Steel,Within-sector,False,0.2271057126604793,5016,initial macro-sector classification
CYRE3,SCAR3,CYRELA,SAO CARLOS,Real Estate,Real Estate,Real Estate,Real Estate,Construction,Commercial Properties,Within-sector,True,0.2239451186059372,4819,initial macro-sector classification
CCRO3,ETER3,CCR,ETERNIT,Industrials,Industrials,Transportation,Construction Materials,Infrastructure,Construction Materials,Within-sector,False,0.2214182761584753,5652,initial macro-sector classification
CPLE6,EMAE4,COPEL,EMAE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Distribution,Generation,Within-sector,True,0.2209282941277578,6139,initial macro-sector classification
COCE5,CPLE3,COELCE,COPEL,Utilities,Utilities,Electric Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,True,0.2208578746196316,6626,initial macro-sector classification
ETER3,POMO4,ETERNIT,MARCOPOLO,Industrials,Industrials,Construction Materials,Transportation Equipment,Construction Materials,Commercial Vehicles,Within-sector,False,0.2203261758336547,6562,initial macro-sector classification
FESA4,KLBN4,FERBASA,KLABIN,Basic Materials,Basic Materials,Steel and Metallurgy,Paper and Cellulose,Metallurgy,Paper and Cellulose,Within-sector,False,0.220205683879916,5897,initial macro-sector classification
ETER3,RAPT4,ETERNIT,RANDON,Industrials,Industrials,Construction Materials,Transportation Equipment,Construction Materials,Auto Parts,Within-sector,False,0.2195950704343052,6591,initial macro-sector classification
BRKM3,USIM5,BRASKEM,USIMINAS,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Steel,Within-sector,False,0.2189118473731377,5048,initial macro-sector classification
CMIG4,EMAE4,CEMIG,EMAE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Distribution,Generation,Within-sector,True,0.2157100424040594,6172,initial macro-sector classification
BRAP4,BRKM3,BRADESPAR,BRASKEM,Basic Materials,Basic Materials,Mining,Chemicals,Holdings,Petrochemicals,Within-sector,False,0.2136683951551032,5048,initial macro-sector classification
BRKM3,USIM3,BRASKEM,USIMINAS,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Steel,Within-sector,False,0.2117324756506856,5022,initial macro-sector classification
POMO4,ROMI3,MARCOPOLO,INDS ROMI,Industrials,Industrials,Transportation Equipment,Machinery and Equipment,Commercial Vehicles,Industrial Machinery,Within-sector,False,0.2101452564441789,5298,initial macro-sector classification
UNIP6,USIM3,UNIPAR,USIMINAS,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Chemicals,Steel,Within-sector,False,0.2100452680224062,6003,initial macro-sector classification
BAZA3,ITSA4,BANCO DA AMAZONIA,ITAUSA,Financials,Financials,Banks,Financial Services,Banks,Holdings,Within-sector,False,0.2099453615102378,5898,initial macro-sector classification
CGAS5,CPFE3,COMGAS,CPFL ENERGIA,Utilities,Utilities,Gas Utility,Electric Utility,Distribution,Generation and Distribution,Within-sector,False,0.2076953711638128,5188,initial macro-sector classification
ELET6,EMAE4,ELETROBRAS,EMAE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Transmission,Generation,Within-sector,True,0.2070359945575638,6139,initial macro-sector classification
ELET3,EMAE4,ELETROBRAS,EMAE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Transmission,Generation,Within-sector,True,0.2067284283652863,6139,initial macro-sector classification
BAZA3,BBDC4,BANCO DA AMAZONIA,BRADESCO,Financials,Financials,Banks,Banks,Banks,Banks,Within-sector,True,0.2063628268458439,5898,initial macro-sector classification
RENT3,SHUL4,LOCALIZA,SCHULZ,Industrials,Industrials,Transportation,Machinery and Equipment,Rent a Car,Industrial Machinery,Within-sector,False,0.2050935403275195,4559,initial macro-sector classification
EMAE4,SBSP3,EMAE,SABESP,Utilities,Utilities,Electric Utility,Water and Sanitation,Generation,Water and Sanitation,Within-sector,False,0.201982235694564,6173,initial macro-sector classification
EMAE4,TRPL4,EMAE,ISA CTEEP,Utilities,Utilities,Electric Utility,Electric Utility,Generation,Transmission,Within-sector,True,0.2009425396620363,5580,initial macro-sector classification
BRKM3,VALE3,BRASKEM,VALE,Basic Materials,Basic Materials,Chemicals,Mining,Petrochemicals,Minerals,Within-sector,False,0.2003387041053518,5048,initial macro-sector classification
BRKM3,KLBN4,BRASKEM,KLABIN,Basic Materials,Basic Materials,Chemicals,Paper and Cellulose,Petrochemicals,Paper and Cellulose,Within-sector,False,0.1994545843750418,5048,initial macro-sector classification
BRKM3,FESA4,BRASKEM,FERBASA,Basic Materials,Basic Materials,Chemicals,Steel and Metallurgy,Petrochemicals,Metallurgy,Within-sector,False,0.199106110683394,5037,initial macro-sector classification
CMIG3,EMAE4,CEMIG,EMAE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Distribution,Generation,Within-sector,True,0.1989578770940953,6167,initial macro-sector classification
CCRO3,SHUL4,CCR,SCHULZ,Industrials,Industrials,Transportation,Machinery and Equipment,Infrastructure,Industrial Machinery,Within-sector,False,0.1974803007511602,4614,initial macro-sector classification
ROMI3,SHUL4,INDS ROMI,SCHULZ,Industrials,Industrials,Machinery and Equipment,Machinery and Equipment,Industrial Machinery,Industrial Machinery,Within-sector,True,0.1973299759737064,4586,initial macro-sector classification
BRAP3,BRKM3,BRADESPAR,BRASKEM,Basic Materials,Basic Materials,Mining,Chemicals,Holdings,Petrochemicals,Within-sector,False,0.195998641754501,4987,initial macro-sector classification
RAPT4,SHUL4,RANDON,SCHULZ,Industrials,Industrials,Transportation Equipment,Machinery and Equipment,Auto Parts,Industrial Machinery,Within-sector,False,0.1952267790707329,5022,initial macro-sector classification
CPLE3,EMAE4,COPEL,EMAE,Utilities,Utilities,Electric Utility,Electric Utility,Generation and Distribution,Generation,Within-sector,True,0.1924044745950823,6075,initial macro-sector classification
BAZA3,BBAS3,BANCO DA AMAZONIA,BANCO DO BRASIL,Financials,Financials,Banks,Banks,Banks,Banks,Within-sector,True,0.1890610238682567,5895,initial macro-sector classification
ETER3,ROMI3,ETERNIT,INDS ROMI,Industrials,Industrials,Construction Materials,Machinery and Equipment,Construction Materials,Industrial Machinery,Within-sector,False,0.1843205945069891,5292,initial macro-sector classification
COCE5,TRPL4,COELCE,ISA CTEEP,Utilities,Utilities,Electric Utility,Electric Utility,Distribution,Transmission,Within-sector,True,0.1834174179166952,6156,initial macro-sector classification
BAZA3,BBDC3,BANCO DA AMAZONIA,BRADESCO,Financials,Financials,Banks,Banks,Banks,Banks,Within-sector,True,0.1818053154279127,5898,initial macro-sector classification
BAZA3,BEES3,BANCO DA AMAZONIA,BANESTES,Financials,Financials,Banks,Banks,Banks,Banks,Within-sector,True,0.1792394086710228,4627,initial macro-sector classification
CGAS5,SAPR4,COMGAS,SANEPAR,Utilities,Utilities,Gas Utility,Water and Sanitation,Distribution,Water and Sanitation,Within-sector,False,0.1761666309315299,5702,initial macro-sector classification
EMBR3,POMO4,EMBRAER,MARCOPOLO,Industrials,Industrials,Aerospace and Defense,Transportation Equipment,Aerospace,Commercial Vehicles,Within-sector,False,0.1675733897506549,6546,initial macro-sector classification
